Timesheet_ID,Employee_ID,Project_ID,Date,Billable_Hours,Non_Billable_Hours
T400516,E2109,P3008,2025-09-13,0.7,3.1
T400517,E2051,P3032,2025-10-03,2.2,0.3
T400518,E2085,P3084,2026-10-20,4.6,0.9
T400519,E2127,P3049,2025-01-07,2.9,2.5
T400520,E2021,P3104,2026-05-15,10.0,1.2
T400521,E2044,P3063,2025-09-03,10.0,0.5
T400522,E2139,P3077,2025-12-12,2.8,2.9
T400523,E2103,P3059,2025-07-23,10.0,0.7
T400524,E2068,P3087,2026-04-27,3.0,1.6
T400525,E2129,P3067,2026-04-25,0.9,1.0
T400526,E2092,P3099,2025-04-04,5.6,0.4
T400527,E2024,P3039,2025-11-06,10.0,0.5
T400528,E2125,P3050,2026-06-04,10.0,0.5
T400529,E2141,P3085,2026-03-06,8.9,3.5
T400530,E2111,P3071,2025-06-19,2.1,0.8
T400531,E2098,P3118,2025-04-29,10.0,0.5
T400532,E2139,P3026,2026-10-02,10.0,0.4
T400533,E2017,P3023,2025-03-04,10.0,1.5
T400534,E2099,P3096,2025-04-27,2.1,0.4
T400535,E2082,P3063,2025-04-19,3.9,0.9
T400536,E2104,P3066,2026-05-08,4.8,1.4
T400537,E2019,P3039,2026-12-18,4.4,4.0
T400538,E2085,P3066,2026-08-23,2.9,0.4
T400539,E2008,P3103,2026-02-21,8.0,1.3
T400540,E2028,P3046,2025-11-21,10.0,1.6
T400541,E2005,P3015,2025-08-28,4.8,3.3
T400542,E2145,P3016,2026-12-11,1.8,3.4
T400543,E2101,P3120,2026-05-31,10.0,0.4
T400544,E2118,P3090,2026-09-10,0.4,0.2
T400545,E2147,P3072,2026-09-11,4.3,0.0
T400546,E2064,P3016,2025-09-09,6.4,0.7
T400547,E2091,P3085,2025-07-05,6.3,1.5
T400548,E2117,P3039,2026-02-17,4.1,0.1
T400549,E2098,P3011,2026-05-19,4.7,0.7
T400550,E2011,P3088,2026-06-17,2.9,0.1
T400551,E2054,P3036,2025-06-03,1.5,0.1
T400552,E2047,P3018,2025-08-12,5.4,0.6
T400553,E2140,P3023,2026-08-21,4.9,1.3
T400554,E2149,P3077,2026-07-07,10.0,1.6
T400555,E2139,P3049,2026-02-22,2.4,1.5
T400556,E2005,P3108,2026-04-30,8.4,1.1
T400557,E2020,P3114,2026-11-15,6.3,0.6
T400558,E2046,P3042,2026-11-03,3.1,2.6
T400559,E2012,P3103,2025-06-09,6.4,0.4
T400560,E2070,P3108,2025-02-20,5.7,0.8
T400561,E2017,P3044,2026-09-22,6.0,1.0
T400562,E2115,P3109,2025-10-07,5.5,0.7
T400563,E2147,P3001,2025-06-21,5.3,0.1
T400564,E2048,P3007,2025-11-28,5.2,0.1
T400565,E2108,P3048,2026-08-19,7.1,0.8
T400566,E2052,P3112,2025-10-20,3.3,0.7
T400567,E2096,P3085,2025-03-07,5.3,2.3
T400568,E2070,P3016,2025-09-27,10.0,1.8
T400569,E2102,P3048,2025-12-10,4.3,0.9
T400570,E2075,P3078,2025-09-28,10.0,2.9
T400571,E2143,P3043,2025-03-02,3.9,3.7
T400572,E2082,P3051,2026-11-20,10.0,1.7
T400573,E2092,P3107,2026-09-21,2.7,3.5
T400574,E2004,P3066,2025-05-16,8.7,3.9
T400575,E2135,P3031,2025-09-16,1.6,1.3
T400576,E2109,P3039,2025-09-13,8.6,0.8
T400577,E2048,P3009,2025-11-27,3.8,2.8
T400578,E2073,P3041,2026-01-28,9.6,2.6
T400579,E2072,P3063,2026-06-28,9.5,1.0
T400580,E2116,P3014,2025-09-11,8.7,0.3
T400581,E2081,P3058,2025-09-24,6.6,0.8
T400582,E2081,P3074,2025-01-07,4.2,1.0
T400583,E2113,P3112,2026-03-15,7.8,2.1
T400584,E2096,P3088,2026-07-05,10.0,3.4
T400585,E2072,P3114,2025-01-04,2.5,2.2
T400586,E2147,P3097,2026-06-26,3.0,1.9
T400587,E2063,P3120,2026-11-09,3.0,2.7
T400588,E2038,P3098,2025-11-03,1.4,1.0
T400589,E2067,P3084,2026-04-07,9.1,0.6
T400590,E2069,P3064,2026-07-02,3.1,0.4
T400591,E2013,P3028,2025-12-17,10.0,0.8
T400592,E2031,P3004,2026-05-14,3.8,1.8
T400593,E2114,P3034,2025-07-30,4.0,0.4
T400594,E2022,P3004,2025-04-23,11.2,0.6
T400595,E2093,P3119,2025-04-27,2.8,1.4
T400596,E2067,P3070,2025-11-12,2.4,3.4
T400597,E2054,P3058,2026-07-17,10.0,0.4
T400598,E2138,P3086,2026-03-09,4.7,3.3
T400599,E2042,P3004,2025-01-15,4.0,1.9
T400600,E2064,P3050,2025-07-20,6.0,0.1
T400601,E2126,P3005,2025-12-13,1.9,0.2
T400602,E2021,P3075,2025-05-04,1.7,0.2
T400603,E2035,P3045,2025-06-05,10.0,0.0
T400604,E2030,P3035,2026-02-13,2.3,0.1
T400605,E2057,P3083,2025-07-27,7.2,0.6
T400606,E2047,P3116,2026-04-11,8.2,1.8
T400607,E2019,P3075,2025-06-13,3.8,0.3
T400608,E2114,P3075,2025-10-04,0.3,1.0
T400609,E2008,P3117,2026-12-06,5.7,0.7
T400610,E2026,P3027,2026-01-29,3.3,2.5
T400611,E2113,P3002,2025-02-19,10.0,1.4
T400612,E2071,P3054,2026-12-26,3.2,1.7
T400613,E2030,P3111,2026-08-25,8.2,0.3
T400614,E2135,P3118,2025-05-24,1.7,0.3
T400615,E2067,P3072,2025-06-15,7.7,0.9
T400616,E2065,P3098,2025-03-08,5.8,0.9
T400617,E2036,P3104,2025-01-20,10.0,1.1
T400618,E2025,P3120,2026-09-15,5.5,0.2
T400619,E2037,P3084,2025-03-10,1.8,0.6
T400620,E2001,P3087,2026-03-30,3.0,1.7
T400621,E2143,P3079,2025-01-25,10.0,2.0
T400622,E2037,P3048,2025-11-06,4.1,1.3
T400623,E2141,P3077,2025-01-12,0.2,0.3
T400624,E2136,P3119,2026-07-31,4.6,0.9
T400625,E2133,P3095,2026-11-25,3.9,3.7
T400626,E2128,P3049,2025-08-22,2.3,0.8
T400627,E2127,P3110,2025-05-13,4.2,0.3
T400628,E2001,P3078,2026-11-29,10.0,0.9
T400629,E2035,P3001,2026-08-14,5.0,2.8
T400630,E2104,P3120,2026-10-06,1.8,2.6
T400631,E2023,P3091,2025-10-02,3.0,0.6
T400632,E2009,P3033,2026-12-13,9.0,4.0
T400633,E2034,P3035,2026-09-05,7.1,1.2
T400634,E2128,P3054,2025-06-01,6.0,0.8
T400635,E2004,P3056,2026-03-28,8.8,1.0
T400636,E2102,P3015,2025-08-04,3.1,1.0
T400637,E2075,P3069,2026-10-21,10.0,0.3
T400638,E2099,P3101,2025-11-06,10.0,2.3
T400639,E2072,P3004,2025-08-21,11.4,0.7
T400640,E2003,P3110,2026-05-08,10.0,1.8
T400641,E2142,P3084,2025-05-29,8.8,2.4
T400642,E2034,P3064,2025-12-03,3.7,1.0
T400643,E2045,P3103,2026-04-01,11.2,1.8
T400644,E2061,P3022,2026-04-24,6.4,0.4
T400645,E2083,P3024,2026-05-22,2.9,2.5
T400646,E2123,P3047,2025-10-02,9.1,1.9
T400647,E2102,P3075,2025-06-30,3.5,1.5
T400648,E2016,P3110,2026-03-10,4.0,1.6
T400649,E2066,P3006,2025-05-31,9.8,4.0
T400650,E2145,P3027,2026-04-16,4.3,4.0
T400651,E2119,P3010,2025-07-23,0.9,0.6
T400652,E2124,P3039,2026-08-15,6.9,0.7
T400653,E2144,P3074,2026-04-09,10.0,0.7
T400654,E2102,P3110,2025-11-23,3.3,0.6
T400655,E2066,P3090,2025-05-29,4.6,1.9
T400656,E2013,P3037,2025-10-04,7.7,1.2
T400657,E2111,P3054,2025-02-04,6.1,1.3
T400658,E2034,P3097,2025-08-04,10.0,0.6
T400659,E2039,P3051,2025-01-01,10.8,1.4
T400660,E2136,P3060,2026-12-19,7.6,0.1
T400661,E2120,P3072,2026-04-13,5.3,0.0
T400662,E2126,P3051,2026-08-27,4.3,1.7
T400663,E2055,P3062,2026-04-11,5.2,0.4
T400664,E2027,P3049,2026-03-27,10.0,1.4
T400665,E2118,P3051,2026-08-26,2.5,0.3
T400666,E2053,P3028,2025-03-11,10.0,1.0
T400667,E2039,P3112,2026-10-06,4.4,0.6
T400668,E2065,P3036,2025-09-14,10.0,0.6
T400669,E2145,P3104,2025-04-02,12.6,1.2
T400670,E2013,P3025,2026-08-17,10.0,0.9
T400671,E2021,P3036,2026-01-07,5.7,4.0
T400672,E2147,P3077,2025-04-09,10.0,1.2
T400673,E2053,P3060,2026-05-25,2.4,0.4
T400674,E2019,P3007,2026-07-19,11.1,0.5
T400675,E2057,P3065,2026-08-15,7.8,1.2
T400676,E2025,P3073,2026-05-22,8.7,0.4
T400677,E2031,P3092,2025-12-09,5.7,0.1
T400678,E2081,P3036,2025-09-03,6.0,0.2
T400679,E2023,P3110,2026-04-17,4.3,1.0
T400680,E2032,P3094,2025-10-06,0.5,0.3
T400681,E2074,P3073,2026-05-25,5.8,0.6
T400682,E2010,P3030,2026-03-07,9.8,1.9
T400683,E2054,P3099,2026-03-18,10.0,0.4
T400684,E2052,P3047,2025-09-18,4.4,1.7
T400685,E2148,P3091,2025-09-12,0.9,1.0
T400686,E2114,P3029,2026-04-06,0.6,1.3
T400687,E2014,P3005,2026-08-18,5.4,1.9
T400688,E2110,P3065,2025-09-22,4.1,1.2
T400689,E2053,P3107,2026-05-30,0.9,0.5
T400690,E2079,P3115,2026-03-21,10.0,1.0
T400691,E2022,P3069,2025-08-11,7.0,0.0
T400692,E2030,P3063,2025-07-11,3.1,0.8
T400693,E2004,P3118,2026-07-12,2.9,3.3
T400694,E2059,P3093,2026-03-16,9.3,1.1
T400695,E2008,P3056,2025-09-26,10.0,0.8
T400696,E2012,P3017,2025-02-10,10.0,0.6
T400697,E2119,P3051,2026-10-13,10.0,1.1
T400698,E2034,P3113,2025-02-10,5.2,2.0
T400699,E2082,P3037,2025-11-27,0.4,0.0
T400700,E2098,P3088,2025-06-24,3.5,2.9
T400701,E2127,P3116,2026-03-09,10.0,1.6
T400702,E2075,P3091,2026-03-25,3.8,0.2
T400703,E2105,P3009,2025-11-19,2.5,0.9
T400704,E2049,P3118,2025-10-07,3.1,1.0
T400705,E2079,P3038,2025-04-04,5.3,1.1
T400706,E2093,P3053,2025-12-06,4.7,1.6
T400707,E2018,P3013,2026-02-24,1.6,0.7
T400708,E2096,P3090,2025-07-24,8.2,1.7
T400709,E2038,P3053,2026-07-22,6.1,0.9
T400710,E2087,P3075,2025-09-17,4.4,0.1
T400711,E2088,P3119,2026-11-11,6.6,0.4
T400712,E2050,P3088,2026-11-14,10.0,1.2
T400713,E2008,P3119,2026-01-26,4.9,1.8
T400714,E2134,P3097,2026-10-11,8.9,0.4
T400715,E2069,P3049,2025-10-05,3.7,1.2
T400716,E2121,P3070,2026-04-26,12.7,0.6
T400717,E2064,P3035,2026-03-27,7.5,2.5
T400718,E2139,P3016,2025-10-18,1.0,1.0
T400719,E2121,P3013,2026-10-09,3.3,3.0
T400720,E2065,P3108,2025-04-15,4.8,1.8
T400721,E2107,P3011,2026-01-12,4.0,0.6
T400722,E2147,P3087,2025-07-09,10.0,0.7
T400723,E2137,P3002,2025-07-14,4.2,0.2
T400724,E2100,P3094,2026-07-30,10.0,1.1
T400725,E2082,P3019,2026-01-12,5.5,2.3
T400726,E2143,P3104,2026-11-14,1.4,1.9
T400727,E2051,P3045,2025-01-18,4.9,1.4
T400728,E2141,P3046,2025-09-16,2.3,1.4
T400729,E2083,P3047,2026-01-07,0.4,2.6
T400730,E2112,P3049,2026-12-03,8.4,1.2
T400731,E2056,P3079,2026-08-16,0.6,1.5
T400732,E2145,P3117,2025-03-01,0.6,1.8
T400733,E2060,P3042,2025-04-15,10.0,4.0
T400734,E2120,P3033,2026-03-02,10.0,2.0
T400735,E2138,P3108,2025-09-18,3.0,4.0
T400736,E2023,P3041,2025-02-15,3.3,0.2
T400737,E2149,P3119,2026-10-06,6.8,1.8
T400738,E2013,P3069,2026-06-10,3.6,0.4
T400739,E2101,P3086,2026-04-22,2.1,0.8
T400740,E2024,P3091,2025-09-24,1.8,2.0
T400741,E2108,P3111,2026-06-18,5.2,0.6
T400742,E2011,P3099,2025-04-16,1.5,0.6
T400743,E2017,P3019,2026-06-01,10.0,0.4
T400744,E2025,P3039,2026-11-24,6.7,2.1
T400745,E2094,P3007,2026-01-31,10.0,0.8
T400746,E2021,P3039,2025-05-29,10.0,3.8
T400747,E2084,P3098,2025-10-07,7.5,2.2
T400748,E2140,P3034,2026-06-09,0.9,1.4
T400749,E2037,P3091,2025-01-26,2.2,1.7
T400750,E2042,P3044,2026-07-06,8.9,1.9
T400751,E2145,P3069,2025-10-09,6.5,0.1
T400752,E2101,P3068,2026-04-29,6.3,0.7
T400753,E2048,P3063,2025-03-05,5.5,3.8
T400754,E2103,P3071,2025-04-21,1.1,0.8
T400755,E2028,P3048,2025-03-29,7.1,1.4
T400756,E2041,P3003,2026-09-28,5.1,1.8
T400757,E2099,P3085,2026-02-26,4.1,0.7
T400758,E2047,P3034,2026-10-20,12.9,3.8
T400759,E2146,P3113,2026-12-27,5.0,0.3
T400760,E2105,P3009,2026-03-16,5.4,1.0
T400761,E2124,P3061,2025-05-08,10.0,2.3
T400762,E2013,P3020,2025-10-21,11.7,0.6
T400763,E2141,P3040,2025-05-29,5.7,0.5
T400764,E2100,P3012,2025-11-23,9.0,3.3
T400765,E2031,P3103,2025-05-20,7.5,2.4
T400766,E2130,P3110,2025-05-02,3.7,2.1
T400767,E2016,P3028,2026-06-07,3.2,0.9
T400768,E2137,P3048,2026-01-19,3.9,0.6
T400769,E2073,P3097,2025-10-10,3.9,0.4
T400770,E2054,P3074,2026-03-23,10.0,2.0
T400771,E2100,P3075,2025-07-13,9.5,0.9
T400772,E2109,P3007,2026-12-08,2.6,1.2
T400773,E2087,P3082,2026-08-16,10.2,0.2
T400774,E2137,P3083,2026-09-11,2.9,3.2
T400775,E2008,P3014,2025-07-25,8.7,0.4
T400776,E2007,P3081,2026-12-22,10.0,2.0
T400777,E2036,P3087,2026-10-01,4.2,0.6
T400778,E2018,P3019,2026-06-30,4.1,1.9
T400779,E2003,P3054,2025-03-05,10.0,1.1
T400780,E2028,P3060,2025-01-17,3.7,0.9
T400781,E2070,P3109,2026-03-11,8.7,1.5
T400782,E2149,P3119,2025-04-15,7.4,0.6
T400783,E2028,P3067,2026-03-16,7.9,0.1
T400784,E2054,P3034,2026-09-12,3.6,0.4
T400785,E2065,P3089,2026-11-19,4.1,4.0
T400786,E2100,P3041,2025-08-16,7.6,0.8
T400787,E2021,P3031,2026-12-03,3.6,4.0
T400788,E2013,P3039,2026-01-30,8.2,0.7
T400789,E2057,P3078,2025-08-01,7.1,4.0
T400790,E2049,P3101,2026-11-05,5.9,0.6
T400791,E2118,P3052,2025-10-25,7.0,0.2
T400792,E2054,P3047,2026-03-01,4.8,1.6
T400793,E2138,P3020,2026-12-03,4.7,3.6
T400794,E2053,P3096,2026-02-05,2.5,1.5
T400795,E2044,P3097,2026-06-08,4.6,2.0
T400796,E2047,P3052,2026-08-03,1.5,3.3
T400797,E2053,P3095,2026-07-07,10.0,0.8
T400798,E2074,P3071,2026-02-02,4.2,0.8
T400799,E2046,P3062,2025-09-17,3.1,0.7
T400800,E2013,P3005,2025-05-06,2.7,0.6
T400801,E2102,P3057,2025-08-14,4.1,0.8
T400802,E2024,P3004,2026-12-23,10.0,0.1
T400803,E2002,P3011,2025-11-29,10.0,3.0
T400804,E2081,P3019,2025-11-26,1.2,1.0
T400805,E2100,P3102,2025-09-22,8.6,0.3
T400806,E2142,P3084,2025-06-20,3.8,1.6
T400807,E2138,P3027,2025-01-01,10.0,1.9
T400808,E2131,P3029,2026-12-22,10.0,0.9
T400809,E2111,P3018,2025-08-29,2.4,0.1
T400810,E2102,P3037,2026-08-07,2.8,0.3
T400811,E2017,P3061,2026-08-24,10.0,0.0
T400812,E2012,P3116,2025-01-20,9.6,1.8
T400813,E2116,P3047,2025-11-11,8.3,4.0
T400814,E2024,P3117,2026-04-18,1.8,1.4
T400815,E2029,P3089,2025-05-21,2.6,1.0
T400816,E2122,P3020,2025-11-29,3.5,1.5
T400817,E2090,P3070,2026-11-18,9.1,0.6
T400818,E2065,P3100,2025-02-19,3.6,1.0
T400819,E2084,P3049,2026-08-29,1.5,0.8
T400820,E2119,P3015,2026-04-06,9.1,4.0
T400821,E2016,P3018,2026-11-11,3.7,0.0
T400822,E2104,P3038,2026-01-26,1.5,1.7
T400823,E2092,P3120,2025-02-24,10.0,1.6
T400824,E2027,P3089,2025-02-20,6.0,1.3
T400825,E2134,P3084,2026-05-05,2.7,2.8
T400826,E2135,P3022,2025-11-28,7.5,0.2
T400827,E2033,P3115,2025-09-27,2.4,1.1
T400828,E2055,P3076,2025-12-28,3.4,1.3
T400829,E2007,P3105,2025-05-25,3.1,0.5
T400830,E2057,P3104,2026-08-12,5.8,0.4
T400831,E2126,P3060,2025-05-09,9.0,1.9
T400832,E2012,P3111,2026-01-10,4.9,0.5
T400833,E2016,P3097,2026-05-20,9.7,0.3
T400834,E2043,P3093,2026-09-15,2.4,0.8
T400835,E2117,P3066,2025-01-01,8.4,1.7
T400836,E2135,P3026,2026-01-02,10.0,0.6
T400837,E2111,P3064,2026-06-22,10.0,1.9
T400838,E2051,P3096,2026-09-20,2.0,0.1
T400839,E2075,P3058,2026-05-10,10.0,1.0
T400840,E2008,P3003,2025-06-23,4.3,2.0
T400841,E2045,P3030,2026-06-09,5.4,0.7
T400842,E2059,P3019,2025-02-03,0.9,1.3
T400843,E2132,P3010,2025-11-14,10.0,1.2
T400844,E2104,P3089,2026-08-08,7.2,1.1
T400845,E2098,P3046,2026-07-17,10.0,2.1
T400846,E2079,P3019,2025-07-30,10.0,0.8
T400847,E2124,P3058,2026-12-28,2.8,0.9
T400848,E2004,P3107,2026-07-07,10.0,1.7
T400849,E2090,P3085,2025-11-07,8.4,2.5
T400850,E2104,P3006,2025-04-04,10.0,0.6
T400851,E2137,P3051,2025-07-08,10.0,2.3
T400852,E2119,P3014,2026-10-09,1.2,0.4
T400853,E2133,P3058,2026-12-19,7.3,1.4
T400854,E2056,P3008,2026-05-29,7.4,0.5
T400855,E2096,P3002,2025-07-23,4.0,4.0
T400856,E2075,P3118,2026-05-06,7.4,0.3
T400857,E2143,P3018,2026-10-30,2.6,1.0
T400858,E2032,P3086,2025-02-23,6.6,2.7
T400859,E2028,P3057,2026-04-21,1.6,1.1
T400860,E2022,P3094,2025-04-04,10.0,2.2
T400861,E2017,P3100,2025-11-10,4.2,1.4
T400862,E2059,P3092,2026-07-27,8.2,0.8
T400863,E2090,P3035,2025-12-26,8.7,1.0
T400864,E2106,P3066,2025-06-17,10.0,1.3
T400865,E2026,P3056,2026-02-02,6.6,1.6
T400866,E2025,P3100,2026-06-21,9.0,0.6
T400867,E2138,P3082,2026-01-29,4.3,4.0
T400868,E2045,P3043,2025-12-22,10.0,0.4
T400869,E2083,P3073,2025-02-17,3.0,2.4
T400870,E2011,P3092,2026-03-08,4.2,1.3
T400871,E2104,P3072,2026-12-02,10.0,0.9
T400872,E2068,P3117,2025-02-22,6.3,1.9
T400873,E2095,P3008,2025-08-29,10.0,1.8
T400874,E2065,P3005,2026-01-30,7.0,0.2
T400875,E2049,P3013,2025-01-27,5.3,0.2
T400876,E2052,P3007,2025-02-28,4.8,0.9
T400877,E2102,P3021,2025-07-05,10.0,2.6
T400878,E2057,P3093,2025-05-21,4.9,0.9
T400879,E2047,P3037,2025-02-26,8.8,0.2
T400880,E2026,P3045,2026-12-08,10.0,1.0
T400881,E2114,P3052,2026-03-26,10.0,2.3
T400882,E2005,P3048,2025-04-16,10.0,0.9
T400883,E2084,P3062,2025-10-07,7.1,1.8
T400884,E2052,P3078,2026-04-13,0.6,0.8
T400885,E2105,P3101,2026-03-09,2.0,1.8
T400886,E2054,P3119,2026-11-11,4.3,0.9
T400887,E2015,P3051,2025-12-06,7.8,1.2
T400888,E2061,P3004,2026-12-27,1.6,0.9
T400889,E2122,P3120,2026-05-29,4.2,0.3
T400890,E2021,P3086,2026-02-03,8.8,0.6
T400891,E2046,P3056,2025-07-01,5.0,1.9
T400892,E2134,P3075,2025-10-29,9.4,1.3
T400893,E2038,P3034,2025-07-02,5.1,0.3
T400894,E2062,P3045,2026-05-25,10.0,0.1
T400895,E2086,P3016,2025-04-05,11.0,4.0
T400896,E2078,P3009,2026-02-18,1.5,1.5
T400897,E2046,P3080,2025-06-05,2.9,0.3
T400898,E2141,P3103,2026-11-23,5.1,1.1
T400899,E2003,P3016,2025-04-07,7.0,1.3
T400900,E2006,P3095,2026-01-04,3.7,0.6
T400901,E2093,P3031,2025-08-26,1.5,0.1
T400902,E2008,P3013,2025-01-13,10.0,0.0
T400903,E2108,P3005,2025-10-28,7.9,1.6
T400904,E2075,P3047,2025-07-01,10.0,2.7
T400905,E2077,P3039,2025-06-04,4.7,0.6
T400906,E2050,P3018,2026-01-26,3.1,0.2
T400907,E2011,P3020,2025-06-26,2.9,0.8
T400908,E2095,P3119,2026-08-06,6.6,0.9
T400909,E2070,P3002,2026-08-19,5.1,1.8
T400910,E2016,P3040,2026-12-02,5.7,1.2
T400911,E2068,P3030,2026-08-27,1.5,0.3
T400912,E2099,P3010,2025-03-10,5.7,3.4
T400913,E2048,P3064,2025-11-04,7.6,2.1
T400914,E2064,P3042,2026-11-07,10.0,2.5
T400915,E2090,P3075,2026-11-22,5.5,1.0
T400916,E2076,P3053,2026-06-29,6.6,1.2
T400917,E2139,P3093,2025-02-22,1.2,0.3
T400918,E2101,P3053,2025-08-04,0.3,2.4
T400919,E2089,P3040,2026-12-15,8.1,0.6
T400920,E2018,P3016,2025-02-07,8.0,1.8
T400921,E2019,P3048,2026-03-04,1.2,1.8
T400922,E2055,P3061,2025-09-18,10.0,1.7
T400923,E2102,P3092,2026-01-09,7.2,0.5
T400924,E2118,P3081,2025-01-31,10.0,0.2
T400925,E2134,P3038,2026-01-28,6.5,2.6
T400926,E2004,P3114,2026-03-01,0.7,2.7
T400927,E2108,P3113,2025-01-05,7.2,1.3
T400928,E2115,P3044,2026-11-22,3.0,0.7
T400929,E2029,P3015,2025-02-23,3.9,1.7
T400930,E2059,P3095,2026-05-19,3.1,0.7
T400931,E2125,P3061,2026-05-23,1.7,1.3
T400932,E2098,P3007,2026-03-29,8.7,0.9
T400933,E2017,P3110,2025-07-19,10.0,2.4
T400934,E2107,P3030,2025-09-30,5.1,1.2
T400935,E2043,P3036,2025-08-14,4.7,0.0
T400936,E2080,P3113,2026-04-16,6.8,2.0
T400937,E2008,P3090,2025-01-18,10.0,1.5
T400938,E2141,P3011,2026-09-21,4.6,0.6
T400939,E2106,P3070,2025-01-10,6.3,0.5
T400940,E2008,P3106,2025-02-08,2.0,0.2
T400941,E2096,P3029,2025-02-10,1.2,2.0
T400942,E2094,P3092,2026-09-12,3.3,0.9
T400943,E2065,P3079,2025-02-13,10.0,0.2
T400944,E2039,P3093,2025-07-16,1.5,0.5
T400945,E2081,P3006,2025-10-26,4.9,2.0
T400946,E2084,P3112,2025-07-28,4.4,0.4
T400947,E2088,P3076,2026-04-04,5.3,0.3
T400948,E2086,P3051,2026-11-19,10.0,0.5
T400949,E2093,P3080,2025-08-24,10.0,1.0
T400950,E2086,P3110,2026-05-30,6.6,1.0
T400951,E2044,P3038,2025-12-26,6.3,1.2
T400952,E2137,P3073,2026-01-18,2.3,0.6
T400953,E2074,P3022,2026-03-03,0.7,0.4
T400954,E2036,P3097,2025-12-10,10.0,2.1
T400955,E2101,P3090,2025-09-11,6.9,0.1
T400956,E2104,P3054,2026-07-02,2.9,0.5
T400957,E2066,P3040,2026-05-22,10.0,0.1
T400958,E2055,P3007,2026-06-02,3.3,2.1
T400959,E2091,P3110,2025-11-26,10.0,0.3
T400960,E2022,P3096,2026-05-03,8.1,0.4
T400961,E2101,P3040,2026-04-27,11.2,0.4
T400962,E2121,P3107,2026-04-17,1.7,0.9
T400963,E2093,P3024,2026-06-16,6.0,0.7
T400964,E2108,P3041,2026-03-13,0.9,2.7
T400965,E2141,P3051,2026-02-26,6.7,1.6
T400966,E2010,P3039,2025-06-11,10.0,0.3
T400967,E2009,P3102,2026-03-10,1.3,2.6
T400968,E2034,P3114,2026-07-13,5.5,1.8
T400969,E2129,P3101,2025-01-16,3.9,1.4
T400970,E2089,P3083,2026-09-12,10.0,0.8
T400971,E2093,P3043,2026-11-20,3.2,0.8
T400972,E2071,P3069,2025-03-06,6.2,2.2
T400973,E2067,P3094,2026-07-29,0.3,4.0
T400974,E2148,P3059,2025-03-14,1.4,0.2
T400975,E2117,P3025,2025-07-23,7.5,4.0
T400976,E2094,P3094,2025-09-11,10.0,0.4
T400977,E2099,P3120,2026-07-26,3.9,1.4
T400978,E2113,P3025,2026-09-05,1.5,1.1
T400979,E2103,P3073,2026-06-13,6.4,0.1
T400980,E2091,P3091,2025-07-14,3.6,0.9
T400981,E2090,P3024,2025-09-08,13.1,2.4
T400982,E2017,P3062,2026-07-04,6.0,0.3
T400983,E2018,P3104,2025-10-12,10.0,1.4
T400984,E2116,P3043,2026-06-27,10.0,1.1
T400985,E2093,P3059,2026-04-28,2.4,2.5
T400986,E2091,P3054,2025-11-06,3.1,1.9
T400987,E2082,P3102,2025-06-30,1.4,0.4
T400988,E2068,P3079,2026-10-15,1.0,0.7
T400989,E2114,P3102,2025-09-02,6.6,0.7
T400990,E2001,P3026,2026-03-17,8.6,0.4
T400991,E2058,P3054,2025-10-02,10.0,1.8
T400992,E2109,P3061,2025-08-12,8.5,1.9
T400993,E2148,P3094,2026-01-02,3.3,0.5
T400994,E2116,P3075,2026-06-23,6.4,0.4
T400995,E2087,P3093,2025-09-07,9.2,2.4
T400996,E2010,P3079,2025-01-13,4.3,0.9
T400997,E2059,P3044,2025-11-04,2.1,2.4
T400998,E2041,P3009,2026-09-02,1.1,1.2
T400999,E2105,P3042,2025-07-11,1.6,0.2
T401000,E2133,P3029,2026-11-29,4.3,1.7
T401001,E2122,P3079,2025-01-19,6.0,0.6
T401002,E2145,P3081,2025-12-05,2.3,2.4
T401003,E2022,P3080,2026-08-02,5.5,0.3
T401004,E2098,P3058,2025-01-26,1.5,3.4
T401005,E2068,P3086,2025-01-06,10.0,0.5
T401006,E2139,P3104,2025-05-21,3.3,0.5
T401007,E2056,P3063,2025-01-27,4.1,2.1
T401008,E2149,P3049,2025-04-15,10.0,2.2
T401009,E2099,P3107,2026-06-06,2.9,0.2
T401010,E2076,P3011,2025-10-06,7.1,2.2
T401011,E2026,P3102,2025-10-30,8.0,0.9
T401012,E2115,P3089,2025-01-12,7.1,0.9
T401013,E2147,P3054,2026-10-30,5.3,0.1
T401014,E2109,P3030,2025-03-18,5.6,4.0
T401015,E2047,P3066,2025-01-18,10.0,0.4
T401016,E2071,P3065,2026-07-24,0.7,1.1
T401017,E2040,P3116,2026-10-04,0.5,0.5
T401018,E2133,P3102,2025-06-23,10.0,0.8
T401019,E2149,P3058,2026-02-05,8.6,0.5
T401020,E2132,P3057,2025-03-28,6.6,0.6
T401021,E2023,P3037,2025-12-09,5.6,4.0
T401022,E2106,P3119,2026-03-25,3.3,1.1
T401023,E2084,P3118,2025-02-23,10.0,0.1
T401024,E2143,P3054,2026-03-03,6.2,0.5
T401025,E2116,P3073,2025-03-19,3.0,0.7
T401026,E2109,P3069,2026-12-17,7.9,1.1
T401027,E2136,P3114,2026-03-15,4.9,0.5
T401028,E2041,P3024,2026-05-12,3.8,2.2
T401029,E2112,P3063,2025-06-21,3.6,0.8
T401030,E2147,P3091,2026-07-04,10.0,2.5
T401031,E2112,P3094,2026-11-29,1.3,2.1
